hdbscan_filled_cluster,GO_hit,gene_symbols,annotated_label
252,plus-end-directed microtubule motor activity,BICD1 CDC42BPA CDC42BPB DCTN1 ERC2 EZR KIF16B KIF21A KIF21B KIF3A KIF5A KIF5B KIF5C PPFIA1 PPFIA2 PPFIA3 PPFIA4 RDX ROCK2 RUFY3 SPECC1L,
444,pointed-end actin filament capping,ANGEL2 ATE1 C12orf4 C5orf34 CASTOR2 CCDC126 CENPL CEP76 CHD1L CNOT6 CRBN DEPDC4 DHX36 DHX8 FBXO9 FSD1L HAUS5 KDM1B MINDY4B NGLY1 NUB1 PACRGL PEA15 PEX5 PID1 PPM1J PPM1M PRIM2 PRKAR1A PRKAR2A PRUNE1 RAD17 RPAP3 RRM2B RSPRY1 SNX3 SPOP SPOPL SRL STRADB TDRKH TICAM2 TMOD1 TMOD2 TMOD4 TTC4 TYW1B UFL1 USP30 USP39 ZWILCH,
380,poly(A) RNA polymerase activity,ADAR ANKRD33B ATG13 BIRC3 BRF1 DCAF15 DCLRE1B FBXO10 FBXO30 FBXO31 KAT14 MDM2 MDM4 MFF NT5C1B PAPOLA PARP10 PNPLA1 RAD54B RFFL RNF34 RNF4 RUBCNL SCML4 TADA2A TENT4B TTLL2 TTLL8 TUT1 UNKL ZC3H7B,
195,polypeptide N-acetylgalactosaminyltransferase activity,GALNT1 GALNT10 GALNT11 GALNT12 GALNT13 GALNT14 GALNT16 GALNT17 GALNT18 GALNT3 GALNT4 GALNT6 GALNT7 GALNT8 GALNT9 GALNTL6,
390,polyubiquitin modification-dependent protein binding,ADRM1 ARL14EPL BAG6 BRMS1 CACTIN CAMLG COIL DDI1 DMAP1 FBLL1 FBXO28 FSBP GPATCH1 HAX1 HMG20A LIN28A MLF2 RAD23A RNF5 RTF1 SUDS3 SUGP1 TADA3 UBQLN1 UBQLN3 UBQLN4 VHL ZCCHC8,
223,positive regulation of T cell proliferation,A1BG BTLA BTNL2 CD101 CD160 CD2 CD200 CD200R1 CD200R1L CD22 CD244 CD274 CD28 CD3D CD3E CD3G CD4 CD48 CD58 CD7 CD79A CD79B CD80 CD83 CD84 CD86 CD8A CD8B CD96 CEACAM18 CEACAM19 CRTAM CTLA4 FCMR FCRLA FCRLB HEPACAM2 HHLA2 ICOS ICOSLG IGSF6 IL18BP IL2RA JAML LAG3 LY6G6F MADCAM1 MPIG6B NCR3 NFAM1 PDCD1 PDCD1LG2 PECAM1 PVRIG SECTM1 SIGLEC15 SIRPA SIRPB2 SLAMF1 SLAMF6 SLAMF7 SLAMF8 SLAMF9 TAPBP TAPBPL THY1 TIGIT TMEM156 TMIGD1 TMIGD2 TMIGD3 TRAC TRBC1 TRBC2 TRDC TREM1 TREM2 TREML1 TREML2 TREML4 TRGC1 TRGC2 VCAM1 VSIR VTCN1,
209,positive regulation of cell division,ALKAL1 FGFBP1 FGFBP2 GREM2 IL17A IL17B IL17F IL25 LY6G5C PDGFA PDGFB PGF SOST SOSTDC1 TSHB VEGFA VEGFB,
370,positive regulation of p38MAPK cascade,ARPC5 C1orf43 C1orf50 CHORDC1 COPS8 DDX50 DDX52 EFCAB10 EIF4E3 GADD45A GADD45B GADD45G GINS1 MYCBP NOM1 OTUD6B RRP8 SIVA1 TRMT10A UTP25,
385,positive regulation of stem cell population maintenance,AKIRIN2 ANKRD40CL ARL14EP BABAM1 BRMS1L CAAP1 CDK11A CDK11B CHURC1 CISH CSDC2 DDX46 DMKN DND1 DPPA2 GATAD1 MBD2 MLF1 MPND MRGBP NANOS2 PPP1R14C RAD23B RFXAP SAP30 SAP30L SDE2 SMARCE1 SNX20 TERF1 TERF2 TGS1 WTAP ZFPL1 ZNF511 ZNF576,
84,positive regulation of synapse assembly,AMIGO1 AMIGO2 AMIGO3 ELFN1 FLRT1 FLRT3 GP1BA GP1BB GP9 ISLR ISLR2 LINGO1 LINGO3 LRFN1 LRFN2 LRFN3 LRFN4 LRFN5 LRIT1 LRIT2 LRIT3 LRRC24 LRRC26 LRRC3 LRRC38 LRRC3B LRRC3C LRRC4 LRRC4B LRRC4C LRRC52 LRRC55 LRRN1 LRRN2 LRRN3 LRRN4 LRRTM1 LRRTM2 LRRTM3 LRRTM4 LRTM1 LRTM2 OMG RTN4R RTN4RL1 RTN4RL2 SLITRK1 SLITRK3 SLITRK5 SLITRK6 TPBG TPBGL TRIL VASN,
273,positive regulation of transcription initiation by RNA polymerase II,ARID3A CIZ1 DEAF1 FOXP1 FOXP2 FOXP4 HNF1A HNF1B LIN54 MED15 MNT NFIA PAXIP1 PBX1 PBX2 PBX4 PHC1 PHC2 PHF21A PKNOX2 POU6F1 POU6F2 QRICH1 RAMAC RFX3 SAP130 SATB1 SATB2 SOX5 SOX6 SSBP3 SSBP4 TAF4 TAF4B TBP TOX3 TOX4 TRERF1 USF2 ZNF853,
126,potassium ion leak channel activity,BEST3 BEST4 CATSPER3 DCST1 DCST2 KCNK1 KCNK13 KCNK15 KCNK16 KCNK17 KCNK3 KCNK4 KCNK9 KCNN4 NEMP1 OCSTAMP PLPPR4 PROM1 SYVN1 TMEM266 XKR7 ZDHHC17,
121,potassium:chloride symporter activity,CLCN1 CLCN2 CLCN3 CLCN6 CLCN7 CLCNKA CLCNKB SLC12A1 SLC12A2 SLC12A3 SLC12A4 SLC12A5 SLC12A6 SLC12A7 SLC12A8 SLC12A9 SLC1A4 SLC1A5 SLC23A1 SLC26A1 SLC26A11 SLC26A2 SLC26A3 SLC26A4 SLC26A5 SLC26A6 SLC26A7 SLC26A9 SLC28A1 SLC9A8 SLC9A9,
347,preribosome,ABT1 ACBD7 ARL2BP BUD23 C10orf53 CDPF1 CENPX COMMD1 COMMD10 COMMD2 COMMD3 COMMD4 COMMD5 COMMD6 COMMD7 COMMD8 COMMD9 CYB5D1 EMG1 ENDOG EXOC1L EXOSC9 FKBP3 GTF3C6 IMP4 MRTO4 NAA20 NPM3 PIH1D1 PNO1 POLR2H POLR2J2 POP4 PRXL2C RRP7A SH3BGR SH3BGRL2 SNRPA1 TCL1A TCL1B TRAPPC4 TRAPPC6A TWF1 UBL3 UFD1 VPS25 ZSWIM7,
367,preribosome,AIMP1 BLOC1S1 BLOC1S2 C1orf131 C7orf50 CCDC59 CHRAC1 COPS9 DCTN3 HSBP1L1 IFT20 KLHDC4 KRI1 LARP7 LTV1 LZIC MAK16 MED10 MED11 MPHOSPH10 NAP1L4 NOL12 NOL7 PDCL PDCL2 PDCL3 PYM1 RRP36 SNAPIN SUB1 TINCR UTP3 ZCCHC9 ZNHIT3,
371,preribosome,AATF BCCIP BMS1 C11orf98 C8orf33 C9orf85 CCDC137 CCDC47 CCDC86 CEBPZ CMSS1 DDX10 DDX18 DDX21 DDX24 DDX27 DDX54 DRAP1 EBNA1BP2 ESF1 FTSJ3 GNL2 GNL3 GPATCH4 GTPBP4 KNOP1 KRR1 LLPH LSG1 LYAR NGDN NIFK NOC2L NOC3L NOP14 NOP53 NOP56 NOP58 NPM2 NSA2 PDC PDRG1 PES1 PFDN4 POLE4 POLR2F PTGES3 PUM3 RANBP1 RBM34 REXO4 RIOK1 RIOK2 RNF181 RPP38 RPS19BP1 RRP15 RRP1B RRS1 RSL1D1 SDAD1 SEC22B SRP19 SS18L2 SSB SURF6 TAF13 TMA16 TSR1 TXNDC9 UFM1 UTP11 UTP23,
178,prostaglandin biosynthetic process,ASIP AVP CER1 CGB1 CGB2 CGB3 CGB5 CGB7 CGB8 EDN1 EDN2 GPHA2 IGF1 IGF2 LHB,
92,prostaglandin transmembrane transporter activity,SLC22A1 SLC22A10 SLC22A11 SLC22A12 SLC22A13 SLC22A14 SLC22A16 SLC22A17 SLC22A2 SLC22A24 SLC22A25 SLC22A3 SLC22A31 SLC22A4 SLC22A5 SLC22A6 SLC22A7 SLC22A8 SLC22A9,
42,proteasome core complex,PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMA8 PSMB1 PSMB10 PSMB11 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9,
325,protein destabilization,BLCAP C4orf36 CDIP1 DAZAP2 DIRC1 IGIP IGLJ1 KRTAP20-4 LLCFC1 NNAT P3R3URF SERF1A SERF1B SMIM2 WBP2,
315,protein phosphatase activator activity,AP4B1 CAB39 CAB39L COG4 ERMARD GLMN INSC INTS7 IPO4 NUP93 ORC3 PPP2R5A PPP2R5C PPP2R5D PPP4R3B RSPH14 WDPCP,
314,protein refolding,AMER2 ANHX BNIP5 C12orf50 CCDC8 CDC42EP1 CDC42EP2 CDC42EP3 CDC42EP4 CIPC CRYAA CRYAB FAM217A FAM53B FAM53C HSPB1 HSPB2 HSPB3 HSPB6 HSPB7 HSPB8 L1TD1 MAMSTR MYOZ2 MYOZ3 MYPOP OSER1 PLEKHO2 PPP1R36 PRR29 RHNO1 SAMD1 SOX12 SPINDOC SYNC TRDN,
307,protein serine/threonine phosphatase activity,AK8 CLVS2 DSTYK EHD1 EHD3 EHD4 GDAP2 M1AP MDH1B MON1B MSH3 MSH4 NEURL1B PDP1 PDP2 PIP5KL1 PPM1A PPM1F PPM1H PPM1K PPM1L PPTC7 PTEN RBPJL RNF17 SMG9 SNX16 SPAG1 SRBD1 STK31 TCP11 TCP11L1 TCP11L2 TDRD1 TMOD3 TTC31 USP13,
69,protein serine/threonine/tyrosine kinase activity,AKT1 AKT2 AKT3 AURKA AURKB AURKC BRAF BRSK1 BRSK2 CAMK1 CAMK1D CAMK1G CAMK2A CAMK2B CAMK2D CAMK2G CAMK4 CAMKK1 CAMKK2 CAMKV CDK1 CDK10 CDK14 CDK15 CDK17 CDK18 CDK19 CDK2 CDK20 CDK3 CDK4 CDK5 CDK6 CDK7 CDK8 CDK9 CDKL1 CDKL2 CDKL3 CDKL4 CHEK1 CHEK2 CLK1 CLK2 CLK3 CLK4 CSNK1A1 CSNK1A1L CSNK1D CSNK1E CSNK1G1 CSNK1G2 CSNK1G3 CSNK2A2 CSNK2A3 DAPK2 DAPK3 DCLK1 DCLK2 DCLK3 DMPK DYRK1B DYRK2 DYRK3 DYRK4 EIF2AK1 GRK1 GRK2 GRK3 GRK4 GRK5 GRK6 GRK7 GSK3A GSK3B HIPK4 HUNK IRAK4 LIMK1 LIMK2 MAK MAP2K1 MAP2K2 MAP2K3 MAP2K4 MAP2K5 MAP2K7 MAP3K2 MAP3K20 MAP3K3 MAP3K7 MAP3K8 MAP4K1 MAP4K2 MAP4K3 MAP4K5 MAPK1 MAPK10 MAPK11 MAPK12 MAPK13 MAPK14 MAPK15 MAPK3 MAPK4 MAPK6 MAPK8 MAPK9 MAPKAPK2 MAPKAPK3 MAPKAPK5 MARK1 MARK2 MARK3 MARK4 MELK MKNK1 MKNK2 MOK MOS MYLK2 MYLK3 MYLK4 NEK2 NEK3 NEK6 NEK7 NEK8 NIM1K NLK NUAK1 NUAK2 OXSR1 PAK1 PAK2 PAK4 PAK5 PAK6 PDIK1L PDPK1 PHKG1 PHKG2 PIM1 PIM3 PKN1 PKN2 PKN3 PLK1 PLK2 PLK3 PLK4 PRKAA1 PRKAA2 PRKACA PRKACB PRKACG PRKCA PRKCB PRKCD PRKCE PRKCG PRKCH PRKCI PRKCQ PRKCZ PRKD1 PRKD2 PRKD3 PRKG1 PRKG2 PSKH1 PSKH2 PTK2 PTK2B RAF1 RIPK1 RIPK2 RIPK3 RPS6KA1 RPS6KA2 RPS6KA4 RPS6KB1 RPS6KB2 RSKR SBK1 SBK2 SGK1 SGK2 SGK3 SIK1 SNRK SRPK1 SRPK2 STK11 STK16 STK17A STK17B STK24 STK25 STK3 STK32A STK32B STK32C STK33 STK35 STK38 STK38L STK39 STK4 STK40 TESK1 TESK2 TLK1 TLK2 TNK1 TSSK1B TSSK2 TSSK3 TSSK4 TSSK6 ULK1 ULK2 ULK3 VRK1 VRK2,
124,protein-cysteine S-acyltransferase activity,ADGRA1 CACNG8 DAGLA FAM171A2 FAM189A1 FAM189B GPR153 KCNK5 PANX2 PLPPR3 POPDC2 TMEM151A TMEM151B ZDHHC1 ZDHHC14 ZDHHC5 ZDHHC8,
127,protein-cysteine S-acyltransferase activity,BEST1 BEST2 CGRRF1 GJA3 MARVELD2 MUL1 OCLN PROM2 TMEM129 TTYH1 TTYH2 TTYH3 ZDHHC11 ZDHHC11B ZDHHC12 ZDHHC16 ZDHHC18 ZDHHC19 ZDHHC2 ZDHHC20 ZDHHC21 ZDHHC22 ZDHHC4 ZDHHC6 ZDHHC7,
236,protein-glutamine gamma-glutamyltransferase activity,EDEM3 EPB42 F13A1 GGT7 HSPA13 IL17RE ITM2C RNF148 SFTPC SLC3A2 SUCO TGM1 TGM2 TGM3 TGM4 TGM5 TGM6 TGM7 ZNRF4,
167,protein-hormone receptor activity,FSHR LGI1 LGR4 LGR5 LGR6 LHCGR LRIG1 LRIG2 LRIG3 RXFP1 RXFP2 SLIT1 SLIT2 SLIT3 TSHR,
205,proteoglycan biosynthetic process,A3GALT2 A4GALT A4GNT ABO ART1 ART4 ART5 B3GALNT1 B3GALT1 B3GALT2 B3GALT4 B3GALT6 B3GAT1 B3GAT2 B3GAT3 B3GNT2 B3GNT3 B3GNT4 B3GNT5 B3GNT6 B3GNT7 B3GNT8 B3GNT9 B4GALNT1 B4GALT1 B4GALT2 B4GALT3 B4GALT4 B4GALT5 B4GALT7 B4GAT1 C1GALT1 C1GALT1C1L C6orf89 CANT1 CERCAM CHPF CHPF2 CHST1 CHST10 CHST11 CHST13 CHST14 CHST15 CHST2 CHST3 CHST4 CHST5 CHST6 CHST8 CHST9 CHSY1 CHSY3 COLGALT1 COLGALT2 CSGALNACT1 CSGALNACT2 DIPK1A DIPK1B DIPK1C DIPK2A EOGT EXT1 EXT2 EXTL1 EXTL2 EXTL3 FAM20A FAM20B FAM20C FJX1 FKRP FUT1 FUT10 FUT11 FUT2 FUT3 FUT5 FUT6 FUT7 FUT8 GAL3ST1 GAL3ST2 GAL3ST3 GAL3ST4 GALNTL5 GASK1A GASK1B GBGT1 GCNT1 GCNT2 GCNT4 GCNT7 GLT6D1 GLT8D1 GLT8D2 GXYLT1 GXYLT2 HS2ST1 HS3ST1 HS3ST2 HS3ST3A1 HS3ST3B1 HS3ST4 HS3ST5 HS3ST6 HS6ST1 HS6ST3 HYAL2 IL4I1 LACTBL1 LARGE1 LARGE2 LFNG METTL24 MFNG MGAT1 MGAT3 MGAT4A MGAT4B MGAT4D MGAT5 MGAT5B NDST1 NXPE2 NXPE3 P4HA1 P4HA2 PKDCC PLOD1 PLOD2 PLOD3 POFUT1 POFUT2 POGLUT1 POGLUT2 POMGNT1 POMGNT2 POMK PXYLP1 RFNG RXYLT1 ST6GAL2 ST6GALNAC1 TPST1 TPST2 UST WSCD2 XXYLT1 XYLT1 XYLT2,
431,pseudouridine synthase activity,ACYP1 ALKBH2 ANTKMT APEX1 ARHGDIG CHAC1 DCTPP1 DHFR2 DIMT1 DPM1 DTD1 DTD2 DUSP23 EEF1AKMT3 EEF1AKMT4 ETFBKMT EXOG GLO1 IMMP1L IMMP2L ITPA METTL17 METTL21A METTL5 MOCS2 MPG MRM2 MRM3 MRPL37 MRPS30 N6AMT1 NR2C2AP NUDT1 NUDT14 NUDT15 NUDT2 NUDT4B NUDT5 NUDT7 NXT1 PPIE PTPMT1 PTRH1 PUSL1 REXO2 RFESD RPUSD1 RPUSD3 RPUSD4 STAR STARD10 TEFM TEX30 THG1L THYN1 TIMM29 TMEM11 TRMT61A TRUB2 TSTD3 YDJC,
453,purine nucleoside diphosphate biosynthetic process,ABHD14B ADI1 AK2 AK3 AK4 ALG5 B3GNTL1 BLVRA CBWD1 CBWD2 CBWD3 CCS CDO1 COA1 CPPED1 DPH6 EIF2B3 ELAC1 ERI3 FHIT FN3KRP GATB GLYATL1 GMPPB HDHD2 HTATIP2 JMJD7 L3HYPDH LYPLA1 LYPLA2 METAP1 MTFMT MTG1 NNMT NSUN6 NUDT13 PCYT1A PMM1 PPCS PRADC1 PRTFDC1 PSPH QTRT2 TATDN1 THEM6 TPK1 UROS YARS2,
284,pyroptotic inflammatory response,ALDH16A1 ASPH CASP1 CASP12 CASP14 CASP3 CASP4 CASP5 CASP7 DNAJB12 GIMD1 GSDMA GSDMB GSDMC GSDME HSPA12B MAN2C1 NOS2 PJVK PREPL RHOT2 SPART TOMM20 TOMM20L TOR4A VARS2 ZPBP2,
327,quinone biosynthetic process,ABHD10 ALKBH7 ATPAF1 COQ10B COQ4 COQ5 COQ7 COQ9 COX18 DNAJC4 DUT ECSIT FDX2 FTMT GRPEL1 HAGH HSCB LETMD1 MCEE MMAA MRPL39 MRPL46 MRPL49 MRRF MSRB2 MSRB3 MTRF1 MTRF1L NAXE NDUFA9 NDUFAF3 NIPSNAP1 NIPSNAP2 OXLD1 PCBD2 PNKD POLDIP2 PPIF PPIL3 PRDX5 RBFA RMDN1 SCO2 SURF1 THEM4 TMEM186 TSFM,
414,quinone biosynthetic process,ADCK2 COQ8A COQ8B ETNK2 FAM118A FARS2 GMPPA HEXD LACC1 MPI PFKFB4 POLG2 XPNPEP3,
452,rRNA (adenine) methyltransferase activity,ARV1 DCAKD DGUOK DHFR DPH5 ERAL1 FAIM GLOD4 HMCES HYKK IAH1 IDNK MCUB METTL23 MGMT MTHFS NAT9 NMNAT1 NMNAT3 NT5C NTPCR PLPBP PM20D2 PMVK RPEL1 TFB1M TFB2M TRMT61B,
366,receptor tyrosine kinase binding,ANKIB1 ATAD2B BANK1 CEP104 GRAMD2B GRB14 MINDY4 PPP1R37 RTKN2 SH2B3 SH2D3A SHC2 SHC4 STAC STAP1 STAP2 TOP2B TSNARE1 TTC16 USP2 USP21,
215,regulation of BMP signaling pathway,C9 CCN1 CCN2 CCN3 CCN4 CCN5 CHRDL2 FRZB FST FSTL3 GFRA1 GFRA2 GFRAL IGFBP2 IGFBP4 IGFBP7 LDLRAD1 MDK PTN RSPO1 RSPO2 RSPO3 SFRP1 SFRP4 SMOC1 SMOC2 TFPI TFPI2 VEGFC VWC2 WFIKKN2,
277,regulation of Rab protein signal transduction,ACACA ANKHD1 ANKRD17 ARFGEF1 ARFGEF2 ASCC3 CFAP46 CFAP54 CKAP5 CNOT1 CPLANE1 DENND4A DENND4B DENND4C DEPDC5 DICER1 DMXL1 DMXL2 DNAH12 DOCK1 DOCK10 DOCK2 DOCK3 DOCK4 DOCK5 DOCK7 DOCK8 DOCK9 DOP1A FRYL GAPVD1 GBF1 HECTD1 IQGAP1 IQGAP2 IQGAP3 ITPR1 KIDINS220 LRBA MADD MED12L MED13 MED13L MYO7B MYO9B NBEA PCNX2 PI4KA PIKFYVE PREX1 PRPF8 RALGAPA1 RALGAPA2 SBF2 SNRNP200 TLN1 TLN2 TRIP12 TRPM7 TSC2 TTC28 UBR1 UBR2 UBR3 UBR5 UGGT2 UNC13C UNC79 USP24 USP34 VWA8 ZSWIM8,
407,regulation of Rho protein signal transduction,AATK ABL1 ABL2 ADPRHL1 ARHGAP20 BEGAIN BLNK BTBD8 CD2AP CEP72 COBLL1 DISC1 FAM135A FHDC1 FYB1 FYB2 GAK GAREM1 INAVA IQCJ-SCHIP1 KANK1 KANK2 KANK3 LIMA1 MAPKBP1 MYOT MYPN NEXN PALLD PALMD PEAK1 PHIP PLEKHA4 PLEKHG1 PLEKHG2 PPP1R12C PPP1R9B PPP2R3A PTPN22 RPS6KC1 SH3BP2 SH3D19 SH3RF2 SHPRH SMG6 SSH2 SVIL SYTL2 TAGAP TASOR TEX14 TJAP1 TNS1 TNS3 TTBK1 TUT4 USP6NL WDR62,
188,regulation of SMAD protein signal transduction,AMH ANGPT1 ANGPT2 ANGPT4 ANGPTL1 ANGPTL2 ANGPTL3 ANGPTL4 ANGPTL5 ANGPTL6 ANGPTL7 APCS ARTN BDNF BMP10 BMP2 BMP3 BMP4 BMP5 BMP6 BMP7 BMP8A BMP8B BRICD5 CLEC11A CLEC3A CLEC3B CRP DAND5 FGB FGFBP3 FGG FGL1 FGL2 GDF1 GDF10 GDF11 GDF15 GDF2 GDF3 GDF5 GDF6 GDF7 GDF9 GDNF IL17C INHA INHBA INHBB INHBC INHBE LEFTY1 LEFTY2 MSTN MYOC NGF NODAL NOG NPTX1 NPTX2 NPTXR NRTN NTF3 NTF4 NXPH1 NXPH2 NXPH3 NXPH4 OLFM1 OLFM2 OLFM3 OLFM4 OLFML1 OLFML3 PRSS35 PSAPL1 PSPN PTX3 PTX4 TGFB1 TGFB2 TGFB3 THSD8,
313,regulation of SNARE complex assembly,COPB1 COPG1 EDRF1 ELP1 GEMIN5 HPS3 HPS5 INTS10 INTS8 NAA25 NUP107 NUP133 NUP155 NUP160 NUP85 PPP2R1A PPP2R5E PSMD1 PSMD2 TGFBRAP1 TTC27 UNC45A VPS11 VPS16 VPS18 VPS39 VPS41 VPS8 WDR11 WDR17 WDR72,
394,regulation of Toll signaling pathway,ABHD17A ABHD17C BNIP2 DDX6 FBXO36 ILKAP LONRF1 LRRC42 NEURL3 PELI1 PELI2 PELI3 PLK5 PRKAR1B PRKAR2B PRR5L TAB1 TIRAP UVSSA VRK3 WIPI2 XRN2,
264,"regulation of alternative mRNA splicing, via spliceosome",A1CF ATF1 BANP BOLL CARF CELF1 CELF2 CELF3 CELF4 CELF5 CELF6 CREB1 CREM DAZL DMTF1 ELAVL2 ELAVL3 ELAVL4 ELF1 ELF2 ESRP2 FAM168A GABPA GABPB1 GABPB2 GLI1 GLI2 GLI3 GLIS1 GMEB1 GMEB2 GTF2A1 INSM2 MBNL1 MBNL2 MSI1 MSI2 NFYA NFYC NOVA1 NOVA2 NR2C2 NRF1 PCBP4 PKNOX1 RBFOX1 RBFOX2 RBFOX3 RBM14 RBM24 RBM38 RBM4 RBM47 RBM4B RBMS1 RBMS2 RBMS3 RBPMS RBPMS2 SP1 SP2 SP3 SP4 USF1 ZC3H10 ZNF385A ZNF385C ZNF414,
368,regulation of calcium ion-dependent exocytosis,ADCY10 CLEC16A DCAF1 DOC2A DOC2B NISCH PDS5B PPP4R1 RALGAPB SYT1 SYT10 SYT11 SYT12 SYT13 SYT15 SYT17 SYT2 SYT3 SYT4 SYT5 SYT6 SYT7 SYT8 SYT9 TC2N UHRF1BP1 UHRF1BP1L VIRMA,
256,regulation of hippo signaling,BICD2 CIT CLIP1 CLIP2 ERC1 JAKMIP1 JAKMIP2 JAKMIP3 NF2 RAB11FIP4 RNF20 RNF40 RUFY1 RUFY2 SLMAP SWAP70,
120,regulation of intracellular pH,SLC1A1 SLC1A2 SLC1A3 SLC1A6 SLC1A7 SLC24A3 SLC24A4 SLC26A8 SLC4A1 SLC4A10 SLC4A11 SLC4A2 SLC4A3 SLC4A4 SLC4A5 SLC4A7 SLC4A8 SLC4A9 SLC9A1 SLC9A2 SLC9A3 SLC9A4 SLC9A5 SLC9C1,
165,"regulation of mRNA splicing, via spliceosome",ACIN1 CIR1 CWC22 CWC25 EIF3A FAM133B GPATCH8 KRCC1 NKAPD1 NKAPL NSRP1 PNN PPIG PPIL4 PRPF4B RBBP6 RBM25 RP9 SAFB SAFB2 SFSWAP SLTM SNRNP48 SNRNP70 SON SREK1IP1 THRAP3 TOPORS TTC14 U2SURP UPF3A YTHDC1 ZC3H13 ZC3H18 ZCCHC17,
166,"regulation of mRNA splicing, via spliceosome",ARGLU1 ARL6IP4 BCLAF1 CCNL1 CCNL2 CLASRP HNRNPC HNRNPCL1 HNRNPCL2 HNRNPCL3 HNRNPCL4 LUC7L LUC7L2 LUC7L3 NKTR PNISR PPHLN1 PRM1 PRM2 PRPF38A PRPF38B RALYL RBM39 RNPS1 RSRC1 RSRC2 RSRP1 SNRNP27 SREK1 SRRM1 SRRM2 SRRM3 SRRM4 SRRM5 SRSF1 SRSF10 SRSF11 SRSF12 SRSF2 SRSF3 SRSF4 SRSF5 SRSF6 SRSF7 SRSF8 TRA2A TRA2B U2AF1 ZRANB2,
280,regulation of mitochondrial membrane potential,AHSP BNIP3 BNIP3L C3orf14 CCDC127 FAM219B FAM241A MLLT11 MRFAP1 PCP4 PCP4L1 PIN1 SAYSD1 SMCO3 TMEM134 TMUB1,
276,regulation of neurotransmitter secretion,DYSF FASN FER1L5 FER1L6 FLNB FLNC LOXHD1 MYO15A MYOF OTOF PIEZO1,
43,regulation of protein neddylation,CAPNS1 CAPNS2 CAPS DCUN1D1 DCUN1D2 DCUN1D4 GCA MICU2 MICU3 PDCD6 SNTN SRI,
268,regulation of synaptic vesicle fusion to presynaptic active zone membrane,ANAPC15 ANP32A ANP32B ANP32E CBX1 CBX5 CPLX1 CPLX2 CPLX3 CPLX4 DEK ERICH2 FAM177A1 GEMIN7 HMGB1 HMGB2 HMGN2 HMGN3 LAMTOR1 NCL NUCKS1 OMP POLR3GL PTMA PTMS SET SETSIP TPD52 TPD52L2 TPD52L3,
170,release of cytochrome c from mitochondria,AOPEP APOL5 CD74 DNAJB11 FICD GGT6 IFI27 IFI27L1 IFI27L2 IFI6 IL17RC IL17REL PLD1 RNF133 TCAF2 TMCO4,
351,release of cytochrome c from mitochondria,AKIRIN1 ANKRD9 BAK1 BAX BCL2 BCL2A1 BCL2L1 BCL2L10 BCL2L2 BID BOK BUD13 C12orf57 CCDC28A CCDC28B CDK2AP1 CDK2AP2 CEP19 CTU1 DDA1 DGCR6 EFCAB2 FNDC10 GTF2F1 LYSMD2 MAP3K7CL MCRIP1 MED9 MMP24OS MZT2A MZT2B PAF1 PCNP PDXP POLD4 PPP1R14B PPP1R2 R3HCC1 RBM17 RMI2 SAC3D1 SLBP SNAPC5 SZRD1 TAF10 UBL4B UBQLNL UBTF YRDC,
163,respiratory chain complex,ATP5F1D ATP5MC1 ATP5MC2 ATP5MC3 ATP5ME ATP5MF ATP5MG ATP5MGL ATP5PB ATP5PD ATP5PF C18orf32 CEBPZOS CHCHD10 COA3 COPS5 COX14 COX16 COX20 COX4I1 COX4I2 COX5A COX5B COX6A1 COX6A2 COX6C COX7A1 COX7A2 COX7A2L COX7B2 COX7C COX8A COX8C CYC1 DMAC1 DNAJC15 DPM3 FAM162A GHITM HIGD1A HIGD1B HIGD1C HIGD2A HIGD2B ISCU MICOS10 MICOS13 MPC1 MPC2 NDUFA11 NDUFA13 NDUFA3 NDUFA4 NDUFA4L2 NDUFAB1 NDUFB1 NDUFB2 NDUFB3 NDUFB4 NDUFB5 NDUFB6 NDUFB8 NDUFC1 NDUFC2 NDUFC2-KCTD14 NDUFS3 NDUFS6 NDUFS7 NDUFS8 NDUFV2 OCIAD1 OCIAD2 PET100 PET117 PIGBOS1 PLGRKT PPIA PPIAL4A PPIAL4C PPIAL4D PPIAL4G PPIAL4H PPIB PRDX3 ROMO1 SDHB SDHC SDHD SMDT1 SMIM12 SMIM20 SMIM26 SMIM4 SMIM8 STMP1 TIMM17A TIMM22 TIMM23 TIMM23B TIMMDC1 TMEM126A TMEM126B TMEM141 TMEM14A TMEM14B TMEM14C TMEM242 TMEM256 TOMM7 UQCC3 UQCR10 UQCR11 UQCRB UQCRC1 UQCRFS1 UQCRQ,
282,respiratory electron transport chain,CHCHD2 COX6B1 ETFRF1 FMC1 LYRM1 LYRM2 LYRM4 LYRM7 LYRM9 MRPL43 MRPL53 NDUFB10 NDUFB7 NDUFS5 SDHAF3 UQCC2,
375,retromer complex,ABR ANKFN1 APPL1 BIN3 CMIP DAPK1 DENND1B DZIP3 EDC4 GPHN HECW1 HECW2 MAP3K5 MAP3K6 MICAL1 NEDD4L NEK10 PICK1 PITPNM2 PLCB2 PLCB3 PLCB4 PPP4R4 RASGRF2 RASGRP2 RPTOR SGSM1 SH3GLB1 SH3GLB2 SNX1 SNX2 SNX30 SNX32 SNX4 SNX5 SNX6 SNX8 TBC1D1 TBC1D5 TMEM232 USP32,
