cluster_id,GO_hit,gene_symbols,annotated_label
168,extracellular ligand-gated ion channel activity,CHRNB2 ZACN CHRNA2 CHRNA9 CHRNA6 GABRA6 CHRNA4 GABRA2 GLRA3 GABRR2 CHRND HTR3C CHRNA7 CHRNA10 GABRR3 PRMT8 GABRB2 CHRNB1 GABRA1 GABRP CHRNA5 CHRNB3 GABRD GABRR1 GABRA4 GABRA5 GLRB GABRB3 CHRNA3 CHRNA1 CHRNB4 GLRA1 GABRG2 GABRB1 GABRG1 HTR3D HJV CHRNG GABRG3 CHRFAM7A HTR3A HTR3E HTR3B CHRNE,
334,extracellular matrix constituent conferring elasticity,GOLM1 SLC38A10 TMEM119 CHGA CCER2 SCG3 EMILIN3 MMRN1 CKAP4 MMRN2 ASPH JSRP1 EFCAB14 IKBIP DCDC2C GOLIM4 DCDC2 PBXIP1 EMILIN1 EMILIN2 CGREF1,
31,extracellular matrix disassembly,PRSS27 AZU1 KLK7 KLK4 KLK14 KLK6 PRSS33 TMPRSS11E CFD PRSS1 CELA2B CTRC KLK10 TMPRSS13 KLK11 TMPRSS4 KLK15 PRSS41 PRTN3 PRSS22 TMPRSS11A ACR PRSS51 CELA1 TMPRSS11F CMA1 TMPRSS9 KLK12 PRSS2 TPSG1 PRSS55 TMPRSS2 PRSS54 GZMH TMPRSS11B TMPRSS5 CELA2A TMPRSS11D TMPRSS3 ST14 CTRL PRSS36 TPSAB1 KLK8 PRSS48 CTRB2 KLK9 CTSG KLK3 GZMM GZMK GZMA TMPRSS12 KLK5 ELANE PRSS58 KLK13 CELA3B DUSP13 PRSS8 CTSW PRSS3 PRSS38 PRSS37 KLK1 PRSS21 PRSS50 KLK2 PRSS53 HPN TPSB2 CELA3A CTRB1 GZMB TPSD1 TMPRSS7 PRSS57,
7,extracellular matrix structural constituent conferring compression resistance,LRRC61 PODNL1 LRRC69 CHAD PPP1R42 LRRIQ4 FBXL12 KERA LRRC18 FBXL13 OGN PHLPP2 LRRC1 AMN1 TLR10 ECM2 LRRC17 LRRC47 TLR6 LRRC74B LRR1 LRRC2 KCTD9 FBXL4 LRRC58 LRRC32 FBXL15 GP5 PPP1R37 LRRC8B TCTE1 FBXL20 TSKU LRRC8C LRRC23 LRRD1 LRRC39 LRRC72 LRRC75B LUM FBXL7 LRG1 DNAL1 FMOD EPYC LRRC19 CD180 IGFALS OPTC CHADL CFAP410 LRRC8D LRRC40 LRMDA OMD PRELP SHOC2 LRRC34 NRROS LRRC28 ASPN LRRC57 ANP32D FBXL2 DCN LRRC46 CD14 LRRC74A TLR2 LRRC10 LRRC73 LRRC75A LRGUK TLR5 RNH1 LRRC56 RSU1 TLR9 LRRC9 FBXL14 LRRC10B MFHAS1 LRRC8A PODN CPN2 LRRC49 LRRC30 LRRC31 TBCEL TLR3 SKP2 TLR1 PPP1R7 LRRC8E LRRC59 LRRC20,
165,fatty acid binding,VDAC2 EIF5A2 SOD1 ATOX1 CSTA TOMM40L CSTB FABP5 ACYP1 RBP5 FABP3 EIF5AL1 CRABP2 PFN2 GLRX FABP7 RBP7 FABP9 EIF5A VDAC3 ACYP2 RBP1 SH3BGRL2 PMP2 CFL2 FAIM GCHFR FABP12 FKBP1B CRABP1 FABP1 RBP2 FABP2 PHPT1 SH3BGRL3 AAMDC FABP6 TXN DBI VDAC1 EIF1B FKBP1A PFN1 FABP4 CYCS,
72,fatty acid catabolic process,BCKDHB ECHDC1 SUCLA2 GLYR1 ALDH1B1 ACADS DLAT HADHB ACADL LAP3 SUCLG1 ECH1 IDH3A PDHA2 ALDH2 NNT ECHS1 OXCT1 MTHFD2 OXCT2 DLD HADHA SUGCT ALDH5A1 DLST NFS1 HIBCH ALDH7A1 ACAA2 MCCC1 PDHB ACADSB GSR ETFA SCP2 ACAD8 HMGCLL1 OXSM PCCB HSDL2 PDHX ECHDC2 ACAT1 ALDH9A1 ACOT7 DECR1 PCCA ACADM HSD17B4 FH IVD MACROD1 SUCLG2 MCCC2 HIBADH DBT TXNRD3 GCDH ECI2 MTHFD2L HADH AUH,
207,fibrinogen complex,FGL1 ANGPTL6 TNFAIP6 MEP1A CTSK CTSV OLFML2B CTSF ANGPTL3 LOX OLFML3 ANGPT1 PTX4 OLFML2A ANGPT4 ANGPTL5 OLFM2 FGG OLFML1 CTSH PTX3 CTSL MYOC CLEC3A FIBCD1 FGL2 OLFM3 ANGPTL1 MRC1 ANGPTL4 FGB ANGPT2 OLFM1 CTSO ANGPTL2 ANGPTL7 CTSB MFAP4 CTSS,
151,fibroblast growth factor receptor binding,IL36A FSCN1 FGF1 CRYGC IL1F10 SDF2L1 FGF9 FGF11 CRYGD CRYBB2 IL33 FSCN3 TIFA FGF18 IL1RN FGF19 CRYGA FSCN2 FGF23 FGF6 CRYGS CRYGN IL36RN SDF2 FGF4 FGF21 IL37 CRYBB3 IL1B FGF17 FGF12 FGF3 IL36G FGF10 CRYGB CRYBA2 IL18 CRYBB1 FGF8 FGF5 CRYBA1 FGF22 IL36B IL1A FGF7 FGF20 CRYBA4,
232,frizzled binding,PDGFB WNT9A GDNF WNT9B NTF4 WNT10A GREM2 WNT10B WNT3 WNT8A SOSTDC1 PDGFC WNT3A RGMA WNT8B WNT1 SINHCAF OC90 WNT2B NGF WNT7A PDGFD RGMB PLA2G3 SOST WNT5B WNT11 PDGFA WNT7B NTF3 WNT16 WNT5A IGF1 WNT6 WNT2 WNT4,
317,fusion of sperm to egg plasma membrane involved in single fertilization,IZUMO1 PTCRA SPACA6 IZUMO3 TMEM249 IZUMO2 C17orf99 UPK3B CARD19 TMEM95 TMEM219 LAG3 EDDM13 IZUMO4 ZBP1 FBXO24 C2orf92 FAM187A SIGLECL1 TAPBPL TEX51 FAM187B TMEM81,
338,galactoside binding,LGALS9B LGALS13 LGALS4 LGALS14 LGALS7 LGALS12 LGALS9C LGALS7B LGALSL GRIFIN ISG15 LGALS8 SPRYD7 THEM5 CLC LGALS1 UBD LGALS2 LGALS9 CNRIP1 LGALS16,
406,general transcription initiation factor binding,CTDP1 ANKLE2 DUSP11 N4BP2L1 TOR1AIP1 SOCS6 RIPK1 SAV1 TRAF3IP2 TIPARP BRF1 NEDD9 BCL10,
217,glutamate receptor activity,NRXN2 GRIA1 GRIN2C GRIK4 ADGRL2 GRIK2 GRIN1 GRIK5 ADGRB1 AGBL4 ADGRB2 GRM7 GRIN2D GRIK1 GPC6 GRM3 NRXN3 GRIA4 GABBR1 GRM4 CASR GRIN3B GRM6 NRXN1 GRM8 GRM5 GRIN3A GRIK3 GRM1 GRID1 ADGRL1 SGCZ GRIA2 ASIC2 GABBR2 GRID2 ADGRB3 GRM2,
43,glutathione transferase activity,AKR1B15 AK2 GSTT2 SULT2A1 CMBL GSTM5 GSTZ1 GSTA5 EPHX2 SULT1C2 GSTO1 GSTP1 GSTT2B ESD GDAP1L1 GBA3 SULT1C3 SULT1A4 MGLL FAXC AKR1C2 IYD HMOX1 GSTO2 SULT1A3 SULT1B1 GSTM2 ETNK2 RBBP9 SULT2B1 SULT1E1 MIOX AKR1A1 AKR1B10 GSTM4 AKR1C3 AKR7A3 AKR1B1 AK1 GSTA2 EPHX1 GSTM1 GSTM3 FMO1 GSTA3 MTX2 AKR1C1 NQO1 OLAH GSTA1 GSTA4 SULT1A2 AKR1C4 GSTT4 CPPED1 SULT4A1 HPGDS NMRK1 AKR1D1 SULT1C4 AKR1E2 AFMID HYKK SULT1A1 GDAP1 HPD MTX3 HNMT SULT6B1 GSTK1 NQO2 TDO2,
237,growth hormone receptor signaling pathway via JAK-STAT,RASA3 ARHGAP1 STAT5B PIK3CD PLCG1 MOV10 NOS3 HECTD3 PIK3C2B BAIAP3 RASA4B PNPLA6 RASAL1 STAT3 STAT4 STAT1 STAT2 SGSM3 ARAP1 ARAP3 TBC1D9B IKBKE UNC13D VAV1 PALD1 NIBAN2 PAN2 RASA4 ARHGEF10L STAT6 STAT5A INPP5D IKBKB ALS2CL RNF123,
411,guanosine-diphosphatase activity,KMO ENTPD6 ENTPD2 ENTPD4 BACE2 BACE1 ENTPD8 ENTPD3 LMLN ENTPD5 ENTPD7 SDR42E1,
101,guanylate kinase activity,IQSEC1 PLEKHA5 PDZRN3 DTNA RIMBP2 FRMD4A SORBS2 PLEKHA7 DLGAP2 AFDN MYRIP PARD3B PRICKLE2 PTPN21 LIMCH1 INPP4B MAGI1 ABLIM1 RAPGEF4 DMTN KIAA1217 PRICKLE1 PALMD MAGI3 NEDD4L SHANK2 TJP1 GRIP1 SORBS1 APBA1 EPB41L4A CACNB2 FRMD4B DLG2 HECW2 TJP2 PDZRN4 CHN1 RCAN2 ABLIM3 HECW1 DLG1 PTK2 ABLIM2 NEBL PLEKHA6 MAGI2 AXIN2 PARD3 RIMS1 FAF1 PTPN4 GPHN RIMS2 MPDZ,
272,heteromeric SMAD protein complex,TFCP2 SMAD1 TEAD4 TP73 TEAD3 GRHL3 SMARCD3 PAN3 SMAD3 SMAD9 TP63 ANKRD40 SMAD5 TEAD1 RBPJL TEAD2 GRHL2 KAT2A CBFB UBP1 GRHL1 TFCP2L1 SMAD4 SMARCD1 KAT2B PIAS1 RBPJ SMARCD2 PTOV1,
242,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,ICAM5 NPHS1 BTNL2 PSG11 CD22 CEACAM6 PSG3 FNDC7 PSG6 PSG2 VSIG10L MAG CEACAM8 PSG9 VSIG10 SIGLEC1 PSG8 CEACAM16 VSIG10L2 PSG1 CEACAM21 CEACAM20 PSG4 PTPRH PSG5 PSG7 ICAM1 CEACAM7 CEACAM18 KIRREL2 PTPRJ CEACAM1 CEACAM5 IGSF8,
234,histone H2A-K119 monoubiquitination,PIAS2 PCGF2 PIAS3 CXXC1 DMAP1 TADA2A MTA2 CBFA2T3 DNTTIP1 USP22 KANSL2 BMI1 RNF2 RCOR2 DPF1 ING4 MTA3 PHF10 MGRN1 PCGF1 TADA3 PCGF5 ZNF346 TAF8 ING5 RCOR3 KAT8 DPF2 SGF29 PIAS4 GTF3C5 MTA1 PCGF3 TP53 SMARCB1 USP46,
181,histone H3-K4 monomethylation,WNK2 SCAF1 SETD1A PROSER3 KDM6B C6orf132 FBXO46 KMT2B TPRN PPRC1 TNRC18 AHDC1 ZC3H3 PRR12 KIAA1522 NCKAP5L SRCAP PRRC2A BICRA BAHD1 MISP CEP170B USP21 AKNA C15orf39 REXO1 CIC PHF23 PWWP2B PPARGC1B SYNPO2L SYNPO PRR36 AJM1 MBD6 PRR14 SETD1B FAM193B BAHCC1 GGN NYAP1 RAB11FIP5 MED26,
444,hyaluronic acid binding,HAPLN3 CLEC11A DIO3 DRAXIN HAPLN2 ISM2 ECM1 SOD3 ACRBP BCAN,
344,hydrocarbon metabolic process,GBE1 GANC TPH1 DPP9 AMPD2 BCO1 MOCOS GLB1L2 AMPD1 AMPD3 TH PLD1 GLB1L3 PREP GCLC IDE RPE65 BCO2 TPH2 HHIPL2,
68,"hydrolase activity, hydrolyzing O-glycosyl compounds",SLC3A1 MOGS LNPEP ACE IARS2 MAN2A2 AOPEP EEF1AKMT4-ECE2 LVRN DPP4 ECEL1 THOP1 KIAA2013 SIAE SI MAN2B1 GALC NAGLU GLCE AOC1 H6PD MMEL1 NDST4 LTA4H FAM151A MGAM LY75 NPEPPS RNPEPL1 AOC3 ECE2 IDUA MME ENPEP DSE MBTPS1 RNPEP MGAM2 NLN DSEL ERAP1 MYORG GANAB NDST2 PLB1 ECE1 NDST1 NDST3 ERAP2 MAN2A1 NAALAD2 GAA TCAF1 FAP LCT TRHDE KLB MANBA TCAF2 MAN2B2 KL ANPEP SELENOO AOC2,
333,"hydrolase activity, hydrolyzing O-glycosyl compounds",PGGHG VARS2 ACAD10 HDAC10 DQX1 OPLAH PFAS GBA2 AMT ALDH16A1 PDPR NOS2 EXD3 FCSK SARDH MAN2C1 UBA7 AARS2 ENGASE LSS SPATA20,
153,icosanoid receptor activity,GPR152 GPR78 UTS2R PTGER1 RXFP4 GPR157 PTGER2 F2RL3 PTGDR2 GPR62 FFAR3 OXER1 S1PR5 GPR182 TMEM121 CNR2 GPR150 GPR4 P2RY6 GPR68 LTB4R2 P2RY2 GPR17 GPBAR1 LTB4R MRGPRE GPR35 GPR31 FFAR2 FFAR1 RGR PTGIR LPAR2 GPR151 S1PR4 P2RY11 GPR146 TBXA2R PTGDR ACKR1 GPR42 NMUR1 LPAR5 GPR20 GPR25 GPR142 CCR10,
147,"immunoglobulin complex, circulating",IGHV3-74 IGHV3-7 IGHV3-23 IGHV3-64D IGHV3-13 IGHV5-51 IGHV2-70D IGHV3-30 IGHV7-81 IGHV3-33 IGHV3-66 IGHV2-5 IGHV3-16 IGHV1-69-2 IGHV1-46 IGHV1-69D IGHV3-20 IGHV2-70 IGHV1-2 IGHV4-28 IGHV3-15 IGHV2-26 IGHV3-53 IGHV4-34 IGHV3-48 IGHV1-18 IGHV7-4-1 IGHV3-38 IGHV4-4 IGHV1-3 IGHV6-1 IGHV3-64 IGHV3-43 IGHV1-45 IGHV3-73 IGHV3-72 IGHV4-61 IGHV3-35 IGHV4-59 IGHV5-10-1 IGHV1-24 IGHV3-49 IGHV3-11 IGHV1-58 IGHV3-21 IGHV4-39 IGHV4-31 IGHV1-69,
341,"immunoglobulin complex, circulating",IGHA2 IGKC IGHG1 IGLL5 IGHG3 VCAM1 CD79A IGHE IGHM IGHD JCHAIN IGLC3 IGLC1 IGLL1 IGLC2 IGHG4 IGHA1 IGLC7 IGHG2 UMODL1,
89,inflammasome complex,PRAMEF19 NLRP14 NLRP6 PRAMEF6 GEMIN4 NWD2 NLRP11 PRAMEF1 NLRP3 PRAMEF10 PRAMEF8 NLRP13 NLRP5 NLRP12 PRAMEF11 NLRP8 FBXL18 NLRP2 NLRC5 NOD1 NLRC3 ITPRIPL1 PRAMEF4 OTOA NAIP PRAMEF13 ZYG11A PRAMEF26 NLRC4 PRAMEF5 PRAMEF15 PRAMEF9 ZER1 PRAMEF2 SH3BP4 PRAMEF18 LRRC14 PRAMEF12 PRAMEF7 NOD2 NLRP4 NLRP7 PRAME FBXO39 NLRX1 PRAMEF27 PRAMEF14 NLRP1 PRAMEF17 MB21D2 PRAMEF25 URGCP NLRP9 PRAMEF33 NLRP10 LRRC14B MROH7 PRAMEF20,
239,inhibitory MHC class I receptor activity,CEACAM4 KIR2DL3 LILRB2 LILRB1 KIR3DL2 FCRLB LILRA6 FCRL3 LILRA4 LILRA5 OSCAR FCGR2A LILRA1 LILRB5 VSTM1 PVRIG FCRL6 CD7 KIR3DL3 KIR2DL4 GP6 LILRA2 FCAR A1BG TARM1 LAIR1 CEACAM3 LILRB3 LILRB4 LAIR2 NCR1 FCGR2B KIR2DL1 KIR3DL1 FCGR2C,
419,inositol phosphate biosynthetic process,RAB34 ABTB1 FBXO31 IPMK IP6K2 SMOX RHOBTB1 FBXO10 RHOBTB2 IP6K1 IP6K3 RFTN1,
19,insulin-like growth factor binding,ESM1 TIMP2 GFRAL CCN5 IL17D PTN ALKAL2 IGFBP1 METRNL VEGFA RSPO2 GFRA1 SMOC2 GLG1 HTRA1 CCDC3 CCN3 SBSPON TAFA2 IGFBP7 ISM1 VWC2L RSPO3 C17orf58 GFRA2 TMEFF2 TWSG1 DKK2 FSTL3 DKK1 MFAP2 PRSS23 VWC2 TFPI TAFA4 IGFBP5 SPON2 RSPO1 SFRP2 IGFBPL1 OAF FRZB SPOCK3 TFPI2 IGFBP4 CCN1 TIMP3 FSTL1 IGFBP6 HTRA3 DKK3 EVA1C STC1 TIMP4 BAMBI IGFBP3 SFRP5 MFAP5 WFDC1 TDGF1 GFRA3 SPOCK2 FST SMOC1 SFRP1 STC2 VEGFC MDK KAZALD1 DKK4 TAFA5 CCN4 CCN6 SPOCK1 TAFA3 IGFBP2 ALKAL1 NBL1 APCDD1 TAFA1 CCN2 RSPO4 SFRP4 SPARC,
50,integral component of mitochondrial membrane,SLC30A9 TIMM21 COQ2 GLRX2 C15orf40 TMEM65 NFU1 COQ10B ABHD10 GATC ISCA1 COX15 TACO1 STARD7 FAM185A RMND1 DUT PLA2G12A GCSH UQCC1 FAM210A SDHAF4 MSRB3 MCUB COQ7 ATPAF2 MSRB2 PCBD2 COX11 ABCB10 CPOX ISCA2 NDUFAF6 PTGES2 TK2 PYURF CRLS1 TMEM70 MCUR1 MRS2 MAIP1 CISD3 TMEM223 DMAC2L MMAB GRPEL2 MCU COQ9 MALSU1 HSCB POLDIP2 FXN COQ10A MRPS28 EXOG COX18 RMDN1 C1orf53 FDX1 NUDT6 GRSF1 PIGX BOLA3 FAM210B NDUFAF5 NUS1 ATPAF1 THEM4 SCO1,
117,integrator complex,MROH9 VEPH1 SLF1 STK36 KIAA0825 INTS4 MROH8 COG1 TARBP1 ATRIP KNTC1 URB2 C1orf112 ULK4 HEATR6 MROH2A ERMARD RFX8 THADA MROH5 TTI1 ELMOD3 FANCC MROH1 FANCD2 GLMN TANGO6 RTTN MROH2B INTS2 MEI4 PIK3C2G ORC3 INTS7 TEX10 LINS1 NCAPG2 C12orf56 FANCI NUP188 FBXO47 MED24 MEI1 FOCAD TBC1D32 INTS10 MMS22L AP4B1 FANCA HEATR1 TCAIM MMS19,
100,integrin complex,ITGA11 ITGAX NPR3 GPNMB SMCHD1 VWA5B1 C5 CATSPERG NDNF C4A PZP NOMO1 ITGAL NUP210 CEMIP2 ITGAV ITGA2B VWA5A ITGA7 NUP210L ASAH2B ITIH5 CD109 ITGA4 NOMO2 A2ML1 C3 ITGA3 ITGA9 CLCA4 SORCS2 ITGA10 ITGAD CLCA2 ITGA2 CLSTN1 ITGA5 TPP2 ITGA1 CPAMD8 A2M C4B SORT1 ITGA6 ITGA8 NOMO3 CACNA2D4 PARP4 PLXNC1 MALT1 PITRM1 ITGAM CEMIP CACNA2D2 ITGAE,
424,interleukin-17 receptor activity,QPCTL AMHR2 IL17RC SGCA UNC5CL SHBG MTMR11 LMLN2 IL17RE LMAN1L VWA7,
44,intermediate filament organization,KRT9 PRPH TEKT5 GFAP KRT80 LMNB1 KRT77 BFSP2 KRT28 KRT82 KRT33B KRT7 KRT33A KRT35 KRT27 KRT24 KRT31 KRT6B KRT18 KRT19 KRT39 KRT20 KRT81 KRT26 KRT6A KRT40 KRT25 DES KRT13 NEFL KRT83 KRT78 KRT12 KRT32 KRT74 VIM KRT85 LMNA KRT15 KRT10 KRT17 KRT76 IFFO1 KRT222 KRT4 KRT72 KRT23 KRT75 KRT36 KRT37 KRT1 KRT86 KRT3 KRT73 KRT5 INA KRT16 KRT2 KRT71 BFSP1 SYNM KRT14 KRT38 KRT8 KRT84 KRT6C KRT79 MYOZ1 LMNB2 KRT34 IFFO2 DMKN,
327,intermembrane lipid transfer,PRELID3A SEC14L3 RLBP1 STAR GOT1L1 PCTP STARD6 TTPAL SEC14L6 STARD4 CLVS2 PRELID3B STARD10 SEC14L2 TTPA CLVS1 PRMT2 STARD5 SEC14L4 PRELID1 PRELID2,
15,intraciliary transport particle,FKBP6 NPHP3 RHPN2 IFIT1 NAA16 ST7 TTC34 TTC39A APPBP2 TTC9C TTC37 CDC16 ST7L NAPA IFT140 RPAP3 NAPB TTC23 IFIT3 COA7 TTC30B RMDN2 TTC29 TOMM70 ANAPC7 XAB2 TTC39B SEL1L NAPG SART3 TTC4 ANAPC5 SPAG1 TTC26 CDC27 BROX RMDN3 TMTC2 TTC30A TOMM34 UTP6 PRPF39 SH3TC1 CSTF3 DNAJC7 LRPPRC EMC2 TTC32 TTC22 ZMYND12 NUB1 TTC21A CDC23 TTC6 SEL1L3 TAF1A TTC33 BBS4 TTC27 TTC7A KLC1 GTF3C3 LRP2BP STIP1 TTC21B MAU2 CTR9 TTC39C TTC19 TTC5 ZHX1-C8orf76 TTC13 IFIT5 AIP TMTC1 SEL1L2 CRNKL1 NAA25 IFIT1B RAPSN SGTA NAA15 TTC8 IFT88 SGTB TTC23L CNOT10,
149,"intramolecular oxidoreductase activity, transposing S-S bonds",PDILT TOR1B SDF4 PDIA4 CLGN SEC63 PDIA5 HSP90B1 LRPAP1 HSPH1 CALU CCDC47 FKBP14 ERP27 SIL1 TMX3 NUCB2 CASQ2 P4HB CANX PDIA2 CALR HSPA4 TOR1A FKBP7 PDIA3 TOR3A HSPA13 OS9 RCN3 HYOU1 DNAJC3 RCN1 RCN2 APP HSPA4L CASQ1 PSAP APLP2 MCFD2 DNAJC16 TXNDC16 TXNDC5 PRKCSH PDIA6 NUCB1 CALR3,
41,ion gated channel activity,TMC5 TRPC6 DCST1 MCOLN2 SLC4A11 TRPC3 ANO6 SLC4A9 ANO1 SLC44A2 SLC4A8 TRPV4 TMC3 TRPC4 HVCN1 SLC4A3 TRPV1 TMEM63B PKD2L1 ANO9 ABCG4 ANO4 TRPV5 TMC1 TMC8 PIGQ SLC44A1 TRPV3 TRPM2 PKD2L2 TCIRG1 WLS TRPA1 SLC44A3 TMEM63C TRPM5 TMC2 SLC4A4 ABCG1 MCOLN1 SLC4A10 SLC4A1 TRPM8 SLC44A5 ANO7 TRPV2 TRPC1 TRPM1 SLC4A2 ANO10 TMEM63A ANO3 TPCN2 TMC4 TMC6 TRPM4 TRPC7 ATP6V0A4 TRPV6 ATP6V0A1 KCNN4 MCOLN3 DCST2 ATP6V0A2 SLC4A5 TMC7 SLC44A4 TPCN1 PKD2 ANO2 RHBDF2 RHBDF1 ANO5,
388,ion gated channel activity,PLEKHB1 KCNMB4 TTYH1 GPRC5A TMEM106C TMEM98 GPRC5B LSR OCLN TTYH2 PROM2 TMEM106A GPRC5C TTYH3 PROM1 MARVELD2,
278,junctional sarcoplasmic reticulum membrane,KLC3 ARVCF DELE1 NYAP2 JPH3 GIT1 RHPN1 KLC4 GPSM2 GPSM1 ARHGAP23 PKP2 PKP4 DLGAP4 DLGAP3 SRCIN1 KANK3 JPH4 BCAR1 PKP1 KLC2 TTC24 USP2 JPH2 JPH1 AXIN1 CTNND1 PKP3,
122,keratin filament,KRTAP4-5 KRTAP4-7 KRTAP10-10 KRTAP2-3 KRTAP9-2 KRTAP9-8 KRTAP10-4 KRTAP4-3 KRTAP10-9 KRTAP9-9 KRTAP24-1 KRTAP10-5 KRTAP12-1 KRTAP12-4 KRTAP10-1 KRTAP4-11 KRTAP10-6 KRTAP9-7 KRTAP9-4 KRTAP3-2 KRTAP1-1 KRTAP2-4 KRTAP3-3 KRTAP4-2 KRTAP3-1 KRTAP16-1 KRTAP10-7 KRTAP29-1 KRTAP4-4 KRTAP10-11 KRTAP2-1 KRTAP1-4 KRTAP10-3 KRTAP2-2 KRTAP4-8 KRTAP9-3 ODF1 KRTAP9-6 KRTAP1-5 KRTAP12-3 KRTAP11-1 KRTAP10-12 KRTAP10-2 KRTAP4-9 KRTAP4-6 KRTAP9-1 KRTAP4-12 KRTAP1-3 KRTAP4-1 KRTAP26-1 KRTAP10-8 KRTAP12-2,
188,keratinization,LCE6A SPRR2B LCE3B SMCP LCE3A PHGR1 SPINK5 LCE2B SPRR5 PRR9 LELP1 PRR13 MOBP LCE3E LCE1D LCE5A CRCT1 SPRR3 LCE4A LCE2D SPRR4 LCE1C LCE3D SPRR1B SPRR2A CNFN SPRR2E LCE3C LCE2A SPRR2G LCE2C SPRR2F CMTM2 SPRR2D SPRR1A LCE1E LCE1B LCE1F CYSRT1 LCE1A TNP2,
71,kinesin binding,RTN1 DLC1 PSD3 MINAR1 TRAPPC12 FBXO34 ITPKC SENP3 KLHDC7A ARHGEF10 KLRG2 RUSC2 TNS4 STON2 MAPK8IP1 SYDE2 KIAA1755 SIMC1 APBA2 CAPN15 CSPG5 PSD2 TEX2 TATDN2 PPP2R3A ITPKB ARHGAP28 CCSER1 ARHGEF5 NSMF AKAP1 USP10 CABLES2 FGD5 STARD13 DNAJC14 ARHGEF26 FGD6 DENND2A RUSC1 DENND2C C10orf90 FAM214B MAP3K14 RTN2 TTLL4 MON1A DISC1 CABLES1 DNMBP CASS4 SOCS7 MAPK8IP2 NGEF INSYN2B STON1 EGLN2 CRYBG2 PSD4 ARHGAP18 CEP68 INSYN2A,
455,kinesin complex,KIF19 KIF17 KIF1C KIF6 IQCE KIF3B KIF3C,
25,kinesin complex,CDCA5 PRR11 ARHGAP11A KIF18B MEIKIN SGO1 NCAPG SKA3 CDKN1B NCAPH KIF22 KIFC1 CENPA NUSAP1 DLGAP5 PARPBP AUNIP MYBL2 CDC25A TTK KIF18A ARHGEF39 CDCA8 DEPDC1B KIF23 E2F7 RACGAP1 PIF1 PLK4 ASPM CENPT TROAP FOXM1 FBXO5 KIF2C CKAP2L TPX2 PBK PCLAF KIF11 CKAP2 PTTG1 WEE2 PIMREG C1orf174 BUB1B GTSE1 BORA TRAIP SPATA22 MYBL1 KIF20A WEE1 ARHGAP19 NEIL3 CDCA3 BARD1 TACC3 ANLN CDC25C CDCA2 KIF14 RAD51AP1 PSRC1 TMPO CCNA2 CDC25B RHNO1 HJURP PTTG2 BUB1 TOP2A NUP50 E2F8 PRC1 ECT2 DEPDC1 KNSTRN MASTL,
60,kinesin complex,NDEL1 CCDC149 RASSF8 CCDC88A CCDC6 GOPC KIF21A CTTNBP2NL KIF3A TAOK3 ROCK1 DCTN1 CDC42BPB ERC2 BICDL1 DIXDC1 PPFIA1 LRRFIP2 TRAK2 CLIP1 BICD2 NDE1 KIF21B NF2 KIF5C RUFY3 EVI5L KIF16B KIF5B AMOTL1 EVI5 HOMER1 SOGA3 PPFIA4 ROCK2 KIF1A RNF20 JAKMIP3 ERC1 RILPL1 RABEP1 JAKMIP1 MYZAP PPFIA3 SPECC1 RUFY1 RUFY2 SPAG9 CIT JAKMIP2 SPECC1L CDR2 CGNL1 MACO1 MTCL1 RAB11FIP3 KIF5A HOMER2 CLIP2 MCC BICD1 RAB11FIP4 STIM1 MAPK8IP3 TRAK1 CDC42BPA,
376,lens fiber cell differentiation,ARHGAP24 RAB11FIP2 CAVIN4 SPRED1 GAB4 SHC3 FRS2 ANKS4B FAM102B SOCS4 GAB2 GAB1 FRMD6 MYLIP AP1AR SPRED2 FAM102A PLEKHF2,
195,ligand-activated transcription factor activity,RARB NR2C1 RARG HNF4A RORB RXRG NR1I2 NR2E1 NR2F2 NR2C2 RXRA NR1H4 ESRRG THRA PPARG NR1I3 ESRRA CHN2 NR5A1 HNF4G RORA ESRRB NR5A2 NR1D2 ESR2 PPARA NR6A1 NR2E3 PPARD ESR1 RORC THRB NR3C2 RARA NR3C1 RXRB NR1D1 VDR NR2F1 NR1H2,
238,ligand-gated sodium channel activity,CDCP2 ATP1B2 ZP3 P2RX4 ERGIC1 CD36 ASIC4 P2RX7 SCNN1A TECTB TMEM30B ASIC1 P2RX5 PACC1 ATP4B P2RX2 ASIC5 ATP1B1 SCARB1 ZP4 SCNN1G SCNN1B SSUH2 SCNN1D P2RX6 PNLDC1 ASIC3 ATP1B3 TMEM30A ZPLD1 SCARB2 P2RX3 P2RX1 ZP2 ZP1,
354,lipopolysaccharide binding,BPIFA1 PLTP CETP BPIFB2 BPIFB1 BPIFC C16orf89 BPIFB3 BPI BPIFA2 PM20D1 PSAPL1 SFTPB MSLN BPIFB6 LBP BPIFA3 ENG BPIFB4,
